name,stars,price,description,city,country,ratingValue,ratingCount
Ilunion Barcelona,4.0,183 USD,"At the 4-star Ilunion, located in the Sant Marti district of Barcelona, guests can relax at the snack bar.",Barcelona,Spain,8.6,1928.0
,,,,,,,
Okada Manila,5.0,177 USD,"Offering 979 rooms with views of the pool, the 5-star Okada Manila is set in the Paranaque district of Manila, 25 minutes by foot from Cathedral Parish of Saint Andrew.",Manila,Philippines,8.2,141.0
The Manila Hotel,5.0,138 USD,"Providing access to Rizal Monument, the deluxe 5-star Manila Manila is a 20-minute walk from Fort Santiago and offers an American restaurant.",Manila,Philippines,8.2,229.0
Lime Resort Manila,4.0,70 USD,Folk Arts Theatre is set just 0.7 miles from the 4-star Lime Resort Manila.,Manila,Philippines,8.0,33.0
Belmont Hotel Manila,4.0,74 USD,"Within 18 miles of National Mapping and Resource Information Authority, the 4-star Belmont Hotel Manila offers a swimming pool along with a steam room, a hot tub and sauna facilities on-site.",Manila,Philippines,8.2,292.0
Fairmont Makati,5.0,141 USD,"Conveniently located 5 minutes by foot from Ayala Museum, the 5-star Fairmont Makati features a hot tub and an outdoor swimming pool.",Manila,Philippines,8.2,151.0
Hotel101 - Manila,3.0,46 USD,"Situated 5 minutes by foot from SM Mall of Asia, the 3-star 101 - Manila features 518 rooms with private bathrooms.",Manila,Philippines,8.2,255.0
Sofitel Philippine Plaza Manila,5.0,142 USD,"Located 4 miles from SM Mall of Asia and within 1.4 miles of Malate Catholic Church, the Sofitel Philippine Plaza features a year-round outdoor swimming pool and a sports bar.",Manila,Philippines,8.2,296.0
Grand Hyatt Manila,5.0,270 USD,"Situated in a commercial area, the 66-story non-smoking Grand Hyatt Manila offers quick access to Ninoy Aquino International airport within 20 minutes' drive.",Manila,Philippines,8.2,76.0
Dusit Thani Manila,5.0,92 USD,"Set in a shopping area, the luxury Dusit Thani Manila has a swimming pool and 500 rooms only 8 minutes by foot from Ayala Center.",Manila,Philippines,8.2,266.0
Sheraton Manila Hotel,5.0,183 USD,"Located about a 9-minute walk from Philippine Air Force Aerospace Museum in the Pasay district of Manila, the charming 5-star Sheraton features various recreational opportunities and entertainment activities on-site.",Manila,Philippines,8.4,40.0
Diamond Hotel Philippines,5.0,100 USD,"The deluxe 5-star Diamond Hotel Philippines Manila boasts a hot tub and an outdoor swimming pool, while Malate Catholic Church is situated 0.3 miles away.",Manila,Philippines,8.2,92.0
Kabayan Hotel Pasay,3.0,42 USD,"The 3-star Kabayan Hotel Pasay Manila features massage therapy and various recreational opportunities, and is situated in the Pasay district of Manila, near a metro station.",Manila,Philippines,8.2,228.0
The Peninsula Manila,5.0,184 USD,"Featuring an outdoor pool, the 5-star Peninsula Manila is set approximately a 5-minute walk from Urdaneta and Greenbelt Mall.",Manila,Philippines,8.4,241.0
Hilton Manila,4.0,165 USD,"Located in a commercial area about 2.2 miles from Oakley Greenbelt 3 Sunglasses Store, the luxury Hilton Manila is built in a typical eclectic style and has a swimming pool.",Manila,Philippines,8.2,127.0
Solaire Resort Entertainment City,5.0,195 USD,"Located in the Paranaque district and 10 minutes' drive from Star City Amusement Park, the stunning Solaire Resort Entertainment City features 793 rooms plus a swimming pool.",Manila,Philippines,8.0,64.0
Kingsford Hotel Manila,4.0,72 USD,"Located within approximately a 14-minute stroll from Solaire Casino, the Kingsford Hotel features an Asian restaurant and American breakfast.",Manila,Philippines,8.2,124.0
Sheraton Manila Bay,5.0,139 USD,"Featuring a swimming pool along with a Jacuzzi and an outdoor swimming pool on site, the comfortable 5-star Sheraton Manila Bay is nestled in the historic Malate district.",Manila,Philippines,8.2,89.0
New Coast Hotel Manila,5.0,105 USD,"Offering entertainment activities and loungers onsite, along with a Chinese restaurant, the 5-star modern New Coast Hotel Manila boasts a setting in a business district.",Manila,Philippines,8.2,149.0
Discovery Primea,,139 USD,"The luxurious Discovery Primea Manila is situated near the shopping district of Manila, around 5 minutes' walk from Glorietta 4 Park and offers yoga classes, massage therapy and various recreational opportunities.",Manila,Philippines,8.2,159.0
City Garden Grand Hotel,5.0,112 USD,"Offering a swimming pool together with 218 rooms, the upscale City Garden Grand Manila is positioned near a metro station.",Manila,Philippines,8.2,246.0
The Bellevue Manila,5.0,78 USD,"Offering a gift store and a restaurant, the modern Bellevue lies in the Alabang district of Manila, a 20-minute walk from Starmall Alabang and 0.8 miles from Chopstop.",Manila,Philippines,8.2,72.0
Bayview Park Hotel Manila,3.0,47 USD,"Featuring an outdoor pool and views of the sea, the 3-star modern Bayview Park Hotel offers guests to enjoy Asian dishes.",Manila,Philippines,8.0,172.0
Hotel H2O,4.0,75 USD,"Set 0.9 miles from Chinese Garden Pond, the 4-star family-friendly H2O features an outdoor swimming pool.",Manila,Philippines,8.4,417.0
Privato Ortigas,3.0,35 USD,"Set 7 minutes by foot from Ace Water Spa, the Privato Ortigas - Multiple Use Manila features an à la carte restaurant serving international cuisine.",Manila,Philippines,8.2,73.0
The Mini Suites Eton Tower Makati,3.0,39 USD,There are rooms facing city and the smoke free Mini Suites Eton Tower Makati is set within 0.4 miles of Washington SyCip Park.,Manila,Philippines,8.2,247.0
"Shangri-La The Fort, Manila",5.0,147 USD,"The 62-story Shangri-La The Fort, Manila features an outdoor pool and views of the garden, and is located approximately 1.7 miles from Ace Water Spa.",Manila,Philippines,8.2,67.0
Seda Vertis North,5.0,111 USD,"Located 20 minutes by foot from SM City North EDSA, the exquisite Seda Vertis North Manila features an outdoor swimming pool and a Misto restaurant.",Manila,Philippines,8.0,41.0
Valero Grand Suites By Swiss-Belhotel,4.0,59 USD,The Valero Grand Suites By Swiss-Belhotel is an unique 4-star property set within 0.6 miles of Ayala Triangle Gardens and 0.8 miles from Ayala Center.,Manila,Philippines,8.2,72.0
Hotel Okura Manila - Staycation Approved,5.0,242 USD,"3.4 miles from Star City, the 5-star Okura Manila - Staycation Approved includes 187 rooms.",Manila,Philippines,8.0,24.0
Aruga Apartments By Rockwell Makati,,115 USD,"Offering a swimming pool, fitness classes, spa therapy and entertainment activities, the 5-star modern Aruga Apartments By Rockwell Makati Manila is located 1.5 miles from Greenfield District.",Manila,Philippines,8.6,77.0
Marco Polo Ortigas Manila,5.0,103 USD,"Positioned near a subway station in a business area, the 45-story luxury Marco Polo Ortigas Manila invites you to enjoy a steam room, a Jacuzzi and sauna facilities onsite.",Manila,Philippines,8.0,128.0
Luxent Hotel,4.0,77 USD,"You can take a dip in a swimming pool at the 4-star Luxent, located in the heart of Manila.",Manila,Philippines,8.2,82.0
"Holiday Inn Express Manila Newport City, An Ihg Hotel",3.0,68 USD,"The comfortable Holiday Inn Express Manila Newport City, An Ihg features entertainment activities and various recreational opportunities, and is situated in a business district, near a train station.",Manila,Philippines,8.2,421.0
Red Planet Manila Bay,3.0,25 USD,"Boasting various recreational opportunities and entertainment activities, the 3-star Red Planet Manila Bay Manila is 25 minutes by foot from Minor Basilica of the Black Nazarene in the Manila Bay district of Manila.",Manila,Philippines,8.2,147.0
Century Park Hotel,4.0,66 USD,"Placed 0.5 miles from Ninoy Aquino International airport, the 4-star Century Park Manila welcomes guests with a store and a lobby area.",Manila,Philippines,7.8,80.0
City Garden Suites,3.0,53 USD,"There is an à la carte restaurant available in the 3-star historical City Garden Suites, which is set in the Ermita district.",Manila,Philippines,8.0,232.0
Makati Palace Hotel,4.0,40 USD,"Conveniently set 0.9 miles from The Landmark Department Store, the Makati Palace Manila in the entertainment district of Manila offers fitness classes, massage therapy and entertainment activities.",Manila,Philippines,8.2,72.0
Azumi Boutique Hotel,4.0,55 USD,"Located 10 minutes by foot from Chopstop in the Alabang district, the comfortable Azumi Boutique Hotel, Multiple Use Hotel Staycation Approved Manila features 130 rooms along with spa therapy and entertainment activities.",Manila,Philippines,8.2,109.0
St Giles Hotel Makati,3.0,41 USD,"Strategically set in the central district of Manila, the impressive St Giles Hotel Makati Manila serves Asian dishes and features an outdoor pool.",Manila,Philippines,8.4,221.0
"Crowne Plaza Manila Galleria, An Ihg Hotel",5.0,87 USD,"Overlooking the city, the business Crowne Plaza Manila Galleria, An Ihg is based in the business Quezon City district and offers an outdoor swimming pool and locker rooms plus an Asian restaurant.",Manila,Philippines,8.2,122.0
Tryp By Wyndham Mall Of Asia Manila,3.0,99 USD,"Boasting a swimming pool, the Tryp By Wyndham Mall Of Asia Manila is around 1.5 miles from The Blue Leaf Filipinas Event Venue.",Manila,Philippines,8.4,116.0
Manila Lotus Hotel,3.0,35 USD,"Featuring a continental breakfast and a sports complex, the Lotus is located around 20 minutes' stroll from Casa Manila.",Manila,Philippines,8.2,352.0
"Red Hotel Cubao, Quezon City",3.0,39 USD,"Boasting fitness classes and entertainment activities, the 3-star Red Hotel Cubao, Quezon City Manila is 0.8 miles from The Immaculate Conception Cathedral of Cubao in the Quezon City district of Manila.",Manila,Philippines,8.0,92.0
"Holiday Inn Manila Galleria, An Ihg Hotel",4.0,55 USD,"The 4-star Holiday Inn Manila Galleria, An Ihg Manila is nestled in the very heart of the central Quezon City district, 21 minutes' drive from Ninoy Aquino International airport.",Manila,Philippines,8.2,135.0
Midas Hotel And Casino,4.0,96 USD,"Featuring fitness classes and entertainment facilities, the wonderful 4-star Midas Hotel And Casino is around 1.6 miles from Rizal Memorial Sports Complex as well as near a subway station.",Manila,Philippines,8.2,67.0
Novotel Manila Araneta City Hotel,4.0,90 USD,"Set in a leisure neighbourhood, the 4-star Novotel Manila Araneta City Manila features fitness classes, facials and massage therapy.",Manila,Philippines,8.2,78.0
Manila Prince Hotel,4.0,29 USD,"Featuring a location in a business area, the 4-star Prince Manila boasts 179 rooms and an à la carte restaurant, 0.6 miles from Rizal Park.",Manila,Philippines,8.2,129.0
Eurotel Pedro Gil,3.0,27 USD,"The functional Eurotel Pedro Gil Manila is settled in the Malate district, about 1.4 miles from National Museum of Anthropology, and includes a lounge bar.",Manila,Philippines,7.8,52.0
Citadines Bay City Manila,,80 USD,"The 4-star Citadines Bay City has an à la carte restaurant and a swimming pool, located in the very heart of Manila.",Manila,Philippines,8.4,119.0
Seda Bonifacio Global City,4.0,139 USD,"Offering a shopping arcade and a restaurant, the comfortable 4-star Seda Bonifacio Global City lies in the Fort Bonifacio district of Manila, just 6 minutes by foot from The Mind Museum and within 0.3 miles of KidZania Taguig Recreation Center.",Manila,Philippines,8.2,69.0
Go Hotels Plus Mandaluyong,3.0,30 USD,"Located near a subway station and 13 minutes by foot from SM Light Mall, the cozy 3-star Go Hotels Mandaluyong offers massage therapy and entertainment activities.",Manila,Philippines,8.2,47.0
Summit Hotel Magnolia,3.0,54 USD,Museo Ng Katipunan and National Museum of the Philippines are located 1.6 miles and 4.2 miles from the 3-star Summit Hotel Magnolia respectively.,Manila,Philippines,8.2,53.0
Jinjiang Inn - Ortigas,3.0,34 USD,"Located within 600 feet of Lopez Museum and Library and 0.5 miles from Megatrade Hall, the 3-star Jinjiang Inn - Ortigas Manila features entertainment activities and various recreational opportunities.",Manila,Philippines,8.2,56.0
Savoy Hotel Manila,4.0,68 USD,"Set merely 0.9 miles from Shrine of Saint Therese of the Child Jesus, the Savoy Hotel Manila offers 1079 rooms and the outdoor swimming pool.",Manila,Philippines,8.2,235.0
Selah Pods Hotel Manila,3.0,26 USD,"Offering 107 rooms with views of the city, the 3-star Selah Pods Hotel Manila is set in the Pasay district of Manila, 10 minutes' drive from Ayala Triangle Gardens.",Manila,Philippines,8.2,146.0
Astoria Plaza,4.0,70 USD,"Boasting a year-round outdoor swimming pool, the 4-star Astoria Plaza Manila offers a prime location about 8 minutes' stroll from Ace Water Spa.",Manila,Philippines,8.2,124.0
Eurotel Makati,3.0,23 USD,"Thanks to its central location, the 3-star Eurotel Makati Manila is approximately 9 minutes' stroll from Greenbelt Mall and there is a subway station near the 3-star Eurotel Makati Manila.",Manila,Philippines,7.2,65.0
Intercontinental Manila,5.0,118 USD,"Boasting the outdoor swimming pool along with steam baths and an outdoor swimming pool, the elegant Intercontinental Manila is placed in the entertainment district of Manila less than 7 minutes by foot from Ayala Center.",Manila,Philippines,8.2,112.0
Ramada Encore By Wyndham Makati,4.0,62 USD,"Set approximately 1.5 miles from Bangkal, the world-class Ramada Encore By Wyndham Makati Makati City lies in the business district of Makati City.",Manila,Philippines,8.0,133.0
Red Planet Manila Aseana City,3.0,36 USD,"Situated in the Paranaque district of Manila, the non-smoking Red Planet Manila Aseana offers entertainment activities and various recreational opportunities.",Manila,Philippines,8.2,283.0
Manila Manor Hotel,3.0,25 USD,"Located in the Malate district of Manila near a subway station, the smoke-free Manor features local dishes available.",Manila,Philippines,8.0,91.0
The Henry Hotel Manila,4.0,106 USD,"Offering an outdoor pool, the 4-star Henry Hotel Manila is 10 minutes by foot from Two Shopping Center.",Manila,Philippines,8.0,111.0
Hotel Lucky Chinatown,3.0,55 USD,"Fitness classes and entertainment activities plus American dishes are available at the 3-star Lucky Chinatown, set in the Binondo district of Manila.",Manila,Philippines,7.8,23.0
Winford Resort And Casino Manila,5.0,84 USD,"Situated in the old district of Manila near a train station, the 5-star luxury Winford Resort And Casino boasts the outdoor swimming pool and 128 rooms.",Manila,Philippines,8.2,21.0
The B Hotel Alabang,3.0,64 USD,Chopstop and Molito Lifestyle Center are located 0.8 miles and 0.6 miles from the B Hotel Alabang Manila respectively.,Manila,Philippines,8.4,63.0
Go Hotels Manila Airport Road,3.0,32 USD,"Offering 199 rooms with views of the city, the modern Go Hotels Manila Airport Road is set in the Paranaque district of Manila, within a 10-minute drive of Star City.",Manila,Philippines,8.2,144.0
Raffles Makati,5.0,237 USD,"Perfectly set 0.3 miles from Ayala Museum, the 5-star Raffles Makati in a vibrant neighbourhood offers spa therapy and entertainment activities.",Manila,Philippines,8.6,33.0
Bsa Twin Tower,4.0,54 USD,"The family Bsa Twin Tower is situated in the very heart of Manila, less than 14 minutes' stroll from Greenfield District.",Manila,Philippines,8.2,156.0
Red Planet Manila Malate Mabini,3.0,31 USD,"Featuring 146 rooms, entertainment activities and various recreational opportunities, the Red Planet Manila Malate Mabini is about a 25-minute walk from Manila City Hall in Manila.",Manila,Philippines,8.0,250.0
Eastwood Richmonde Hotel - Newly Renovated,4.0,101 USD,"The 4-star Eastwood Richmonde Hotel - Newly Renovated is situated in the heart of Manila, within minutes of San Roque Parish Church.",Manila,Philippines,8.4,50.0
Hop Inn Hotel Aseana City Manila,3.0,37 USD,"While staying at the 3-star Hop Inn Hotel Aseana City Manila you are invited to discover Star City, set 2 miles away, or SM Mall of Asia, which is a mere 0.7 miles away.",Manila,Philippines,8.4,152.0
"Go Hotels Ermita, Manila",3.0,32 USD,"Located just 500 feet from Tesoro's and within 25 minutes' walk of Fort Santiago, the Go Hotels Ermita, Manila features massage therapy, entertainment activities and various recreational opportunities.",Manila,Philippines,8.0,105.0
Hop Inn Hotel Alabang Manila,3.0,25 USD,The affordable Hop Inn Hotel Alabang Manila enjoys a comfortable location and provides easy access to Chopstop within an 11-minute walk.,Manila,Philippines,8.4,64.0
Best Western Hotel La Corona Manila,3.0,25 USD,"The Best Western Hotel La Corona is situated in the Manila Bay district, 16 minutes' drive from Ninoy Aquino International airport.",Manila,Philippines,8.6,375.0
Copacabana Apartment Hotel - Staycation Is Allowed,,47 USD,"Located in the Pasay district of Manila approximately 10 minutes' drive from SM Mall of Asia, the delightful 3-star Copacabana Apartment Hotel - Staycation Is Allowed has 134 rooms and an outdoor pool.",Manila,Philippines,8.2,281.0
New York Hotel Miami,3.0,11 USD,"Quezon Memorial Circle is 10 minutes' drive from the New York Hotel Miami, while Monasterio Real ​de Sta. Clara de Manila is around 1.8 miles away.",Manila,Philippines,8.4,18.0
Alicia Apartment,3.0,29 USD,The 3-star Alicia Manila is set 2 miles from DreamPlay Theme Park and 25 minutes' stroll from Entertainment City Amusement Center.,Manila,Philippines,8.2,278.0
Myspace Hotel @Bgc,3.0,33 USD,"Set in a shopping neighbourhood, the 3-star Myspace Hotel @Bgc features entertainment activities and various recreational opportunities.",Manila,Philippines,8.0,54.0
The Exchange Regency Residence Hotel Managed By Hii,,77 USD,The family-friendly Exchange Regency Residence Hotel Managed By Hii Manila is situated near the shopping district of Manila within 8 minutes' walk of Capitol Commons.,Manila,Philippines,8.0,57.0
Greenhills Elan Hotel Modern,4.0,44 USD,"Offering an outdoor swimming pool, the 4-star Greenhills Elan Hotel Modern boasts a location 0.4 miles from Greenhills Shopping Center.",Manila,Philippines,8.6,19.0
The Malayan Plaza Hotel,,81 USD,"Located 6 minutes by foot from NBI Clearance Center, the 40-story smoke-free Malayan Plaza Manila features a swimming pool and a fitness center.",Manila,Philippines,8.0,60.0
Eurotel North Edsa,3.0,34 USD,"Set within a 5-minute drive of Quezon Heritage House, the comfortable Eurotel North Edsa features 136 rooms with private bathrooms.",Manila,Philippines,8.2,57.0
Guijo Suites Makati - Quarantine Hotel,3.0,30 USD,"The 3-star Guijo Suites Makati - Quarantine Manila is situated in the central Makati district, 20 minutes' drive from Ninoy Aquino International airport.",Manila,Philippines,8.2,332.0
Go Hotels Ortigas Center,3.0,34 USD,"Featuring various recreational opportunities and entertainment activities, the 3-star Go Hotels Ortigas Center Manila is within 0.7 miles of SM Megamall as well as near a subway station.",Manila,Philippines,8.2,63.0
Y2 Residence Hotel Managed By Hii,3.0,44 USD,"Featuring a swimming pool, the 3-star smoke-free Y2 Residence Hotel Managed By Hii Manila in the Makati district boasts 196 rooms.",Manila,Philippines,8.0,119.0
Crown Regency Hotel Makati,3.0,51 USD,"Centrally set within 1.1 miles of GT International Tower, the Crown Regency Hotel Makati Manila in a business district offers fitness classes and entertainment activities.",Manila,Philippines,7.4,70.0
Astoria Greenbelt,3.0,70 USD,"Located in the central Makati district near a subway station, the 3-star Astoria Greenbelt Manila features Asian dishes available.",Manila,Philippines,8.0,76.0
I'M Hotel,5.0,94 USD,"Located in the Makati district and a mere 9 minutes' walk from the 2-hectare landscaped urban park ""Ayala Triangle Gardens"", the perfect I'M Manila features fitness classes and massage therapy.",Manila,Philippines,8.2,212.0
Citadines Salcedo Makati,,83 USD,"Located 6 minutes' walk from St. George Greek Orthodox Chapel and a mere 6 minutes' stroll from Glorietta, the 4-star smoke free Citadines Salcedo Makati Manila features fitness classes and entertainment activities.",Manila,Philippines,8.4,109.0
Red Planet Cubao Aurora Boulevard,3.0,34 USD,"Located approximately 10 minutes' drive from UP Sunken Garden, the affordable Red Planet Cubao Aurora Boulevard features entertainment activities and various recreational opportunities for guests' convenience.",Manila,Philippines,8.2,76.0
Achievers Airport Hotel,2.0,38 USD,The smoke free Achievers Airport Manila is set about 1.5 miles from SM MOA Eye and within 1.9 miles of GSIS Museo ng Sining.,Manila,Philippines,8.4,226.0
The Bayleaf Intramuros,4.0,57 USD,"Set near a metro station in the Intramuros district, the 4-star boutique Bayleaf Intramuros includes 63 rooms as well as massage therapy and entertainment activities.",Manila,Philippines,8.4,253.0
Red Planet Manila Binondo,3.0,31 USD,"Set in a business district, the 3-star non-smoking Red Planet Manila Binondo features various recreational opportunities and entertainment activities.",Manila,Philippines,8.4,133.0
Citadines Millennium Ortigas Manila,,78 USD,"Set a mere 5 minutes by foot from Robinsons Galleria, the comfortable 4-star Citadines Millennium Ortigas offers an outdoor pool together with fitness classes and entertainment activities for guest enjoyment.",Manila,Philippines,7.8,47.0
The Charter House,2.0,48 USD,"Located within 0.8 miles of GT International Tower, the Charter House features massage therapy and entertainment activities for guests' convenience.",Manila,Philippines,8.0,43.0
Jinjiang Inn - Makati,3.0,50 USD,"Situated in the very heart of the central Makati district, the 3-star Jinjiang Inn - Makati Manila is 15 minutes' drive from Ninoy Aquino International airport.",Manila,Philippines,8.2,67.0
Summit Hotel Greenhills,3.0,58 USD,"Located in a shopping area and 1.5 miles from Eastwood City, the smoke-free Summit Hotel Greenhills Manila features 100 rooms plus a swimming pool.",Manila,Philippines,8.0,37.0
Fersal Hotel - Manila,3.0,22 USD,"Located near a subway station and within 1 miles of Minor Basilica of the Black Nazarene, the Fersal Hotel - offers spa therapy and entertainment activities.",Manila,Philippines,8.0,30.0
"Crimson Hotel Filinvest City, Manila",5.0,53 USD,"The business Crimson Hotel Filinvest City, Manila is set within 1.2 miles of Chopstop and just 5 minutes by foot from X-Site.",Manila,Philippines,8.2,125.0
Stone House Hotel Pasay,2.0,17 USD,"Located within 1.4 miles of Baclaran Church, the comfortable Stone House Hotel Pasay features an a roof garden garden.",Manila,Philippines,8.2,140.0
